Name,Name (BBG),Description,Maturity Date,ISIN,GIM2 Symbol,Ticker,YTW,OAD,OASD,OAS,Fitch,Moody's,S&P,Exposure Country,Exposure Currency,BarCap - Class 1 Desc,Country_Sector,BarCap - Class 3 Desc,BarCap - Class 4 Desc,JPM CEMBI Sector,Market Sector,KRD 0.5yr,KRD 02yr,KRD 05yr,KRD 10yr,KRD 20yr,KRD 30yr,Orig Face,Total MV,MV%,Bid (BBG),Ask (BBG),Min Piece (BBG),Amt Outstanding (BBG),Issue Date (BBG),Tkt Tot Amount (BBG)
        COLOMBIA (REP OF)  2.62500  15 Mar 2023,COLOMBIA (REP OF)  2.62500  15 Mar 2023,COLOMBIA (REP OF)  2.62500  15 Mar 2023,03/15/2023,USP3772NHK11,,COLOM,2.98%,5.02,5.03,93.26,BBB,BAA2,BBB,COLOMBIA,USD,GOVERNMENT_RELATED,COLOMBIA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.01,0.03,4.61,0.37,0.00,0.00,"996,263.00","979,917.55",0.08%,98.2,98.415,200000,1000000000,1/29/2013,981668.75
        COLOMBIA (REP OF)-GLOBAL  4.37500  12 Jul 2021,COLOMBIA (REP OF)-GLOBAL  4.37500  12 Jul 2021,COLOMBIA (REP OF)-GLOBAL  4.37500  12 Jul 2021,07/12/2021,US195325BN40,,COLOM,2.56%,3.48,3.50,79.88,BBB,BAA2,BBB,COLOMBIA,USD,GOVERNMENT_RELATED,COLOMBIA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.02,1.46,2.00,0.00,0.00,0.00,"1,992,527.00","2,141,574.43",0.17%,106.65,106.945,200000,2000000000,7/12/2011,1076537.5
        COLOMBIA (REP OF)-GLOBAL  6.12500  18 Jan 2041,COLOMBIA (REP OF)-GLOBAL  6.12500  18 Jan 2041,COLOMBIA (REP OF)-GLOBAL  6.12500  18 Jan 2041,01/18/2041,US195325BM66,,COLOM,4.85%,13.42,13.15,212.82,BBB,BAA2,BBB,COLOMBIA,USD,GOVERNMENT_RELATED,COLOMBIA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.02,0.13,0.48,1.52,8.11,3.14,"2,490,658.00","2,963,959.21",0.24%,117.715,118.14,100000,2500000000,10/20/2009,1183791.67
        COLOMBIA (REP OF)-GLOBAL  7.37500  18 Mar 2019,COLOMBIA (REP OF)-GLOBAL  7.37500  18 Mar 2019,COLOMBIA (REP OF)-GLOBAL  7.37500  18 Mar 2019,03/18/2019,US195325BL83,,COLOM,2.01%,1.39,1.40,56.78,BBB,BAA2,BBB,COLOMBIA,USD,GOVERNMENT_RELATED,COLOMBIA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.52,0.87,0.00,0.00,0.00,0.00,"1,992,527.00","2,151,496.59",0.17%,107.895,108.1,100000,2000000000,1/13/2009,1083616.67
        COLOMBIA (REP OF)-GLOBAL  11.7500  25 Feb 2020,COLOMBIA (REP OF)-GLOBAL  11.7500  25 Feb 2020,COLOMBIA (REP OF)-GLOBAL  11.7500  25 Feb 2020,02/25/2020,US195325AU91,,COLOM,2.10%,2.15,2.16,55.67,BBB,BAA2,BBB,COLOMBIA,USD,GOVERNMENT_RELATED,COLOMBIA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.07,1.82,0.26,0.00,0.00,0.00,"793,084.00","980,762.16",0.08%,122.535,122.77,1000,796059000,2/25/2000,1240340.28
        EMPRESA DE ENERGIA DE BOGOT  6.12500  10 Nov 2021,EMPRESA DE ENERGIA DE BOGOT  6.12500  10 Nov 2021,EMPRESA DE ENERGIA DE BOGOT  6.12500  10 Nov 2021,11/10/2021,USP37100AA51,,EEBCB,0.74%,0.10,0.11,-1.44,BBB,BAA2,BBB-,COLOMBIA,USD,GOVERNMENT_RELATED,COLOMBIA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,UTILITIES,Foreign Agency,0.11,0.00,0.00,0.00,0.00,0.00,"746,201.00","783,698.21",0.06%,102.574,102.927,200000,749000000,11/10/2011,1050861.11
        EMPRESAS PUBLICAS DE MEDELL  7.62500  29 Jul 2019,EMPRESAS PUBLICAS DE MEDELL  7.62500  29 Jul 2019,EMPRESAS PUBLICAS DE MEDELL  7.62500  29 Jul 2019,07/29/2019,USP9379RAA51,,EEPPME,2.01%,1.71,1.72,53.18,BBB+,BAA2,NR,COLOMBIA,USD,GOVERNMENT_RELATED,COLOMBIA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.24,1.47,0.00,0.00,0.00,0.00,"498,132.00","554,657.30",0.04%,109.964,110.214,100000,500000000,7/29/2009,1109961.81
        TRANSPORTADORA DE GAS INTER  5.700  20 Mar 2022,TRANSPORTADORA DE GAS INTER  5.700  20 Mar 2022,TRANSPORTADORA DE GAS INTER  5.700  20 Mar 2022,03/20/2022,USP93077AA61,,TRAGSA,3.91%,1.13,1.15,246.23,BBB,BAA3,BBB-,COLOMBIA,USD,GOVERNMENT_RELATED,COLOMBIA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,UTILITIES,Foreign Agency,0.38,0.41,0.37,0.00,0.00,0.00,"747,198.00","768,752.73",0.06%,103.171,103.256,200000,750000000,3/20/2012,1035983.33
        COLOMBIA (REPUBLIC OF)  4.00  26 Feb 2024,COLOMBIA (REPUBLIC OF)  4.00  26 Feb 2024,COLOMBIA (REPUBLIC OF)  4.00  26 Feb 2024,02/26/2024,US195325BQ70,,COLOM,3.23%,5.59,5.60,109.78,BBB,BAA2,BBB,COLOMBIA,USD,GOVERNMENT_RELATED,COLOMBIA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.01,0.09,4.12,1.36,0.00,0.00,"2,092,153.00","2,189,774.27",0.18%,104.205,104.505,200000,2100000000,9/26/2013,1044911.11
        ECOPETROL SA  7.62500  23 Jul 2019,ECOPETROL SA  7.62500  23 Jul 2019,ECOPETROL SA  7.62500  23 Jul 2019,07/23/2019,US279158AB56,,ECOPET,2.12%,1.69,1.70,63.72,BBB,BAA3,BBB,COLOMBIA,USD,GOVERNMENT_RELATED,COLOMBIA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,OIL & GAS,Foreign Agency,0.25,1.44,0.00,0.00,0.00,0.00,"1,492,109.00","1,659,040.15",0.13%,109.775,110.004,1000,1497705000,10/2/2009,1113732.64
        COLOMBIA (REP OF)  5.62500  26 Feb 2044,COLOMBIA (REP OF)  5.62500  26 Feb 2044,COLOMBIA (REP OF)  5.62500  26 Feb 2044,02/26/2044,US195325BR53,,COLOM,4.83%,14.60,14.26,204.90,BBB,BAA2,BBB,COLOMBIA,USD,GOVERNMENT_RELATED,COLOMBIA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.02,0.12,0.44,1.39,6.04,6.57,"2,490,658.00","2,796,838.45",0.22%,111.65,112.06,200000,2500000000,1/28/2014,1115737.5
        COLOMBIA (REP OF)  5.00  15 Jun 2045,COLOMBIA (REP OF)  5.00  15 Jun 2045,COLOMBIA (REP OF)  5.00  15 Jun 2045,06/15/2045,US195325CU73,,COLOM,4.81%,15.21,14.83,200.21,BBB,BAA2,BBB,COLOMBIA,USD,GOVERNMENT_RELATED,COLOMBIA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.02,0.11,0.40,1.23,4.73,8.72,"3,985,054.00","4,158,601.28",0.33%,102.87,103.19,200000,4000000000,1/28/2015,1036450
        COLOMBIA (REPUBLIC OF)  3.87500  25 Apr 2027,COLOMBIA (REPUBLIC OF)  3.87500  25 Apr 2027,COLOMBIA (REPUBLIC OF)  3.87500  25 Apr 2027,04/25/2027,US195325DL65,,COLOM,3.69%,7.79,7.78,137.85,BBB,BAA2,BBB,COLOMBIA,USD,GOVERNMENT_RELATED,COLOMBIA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.01,0.08,1.09,6.62,0.00,0.00,"2,391,032.00","2,488,598.09",0.20%,101.465,101.645,200000,2400000000,1/25/2017,1035913.19
        ECOPETROL SA  4.12500  16 Jan 2025,ECOPETROL SA  4.12500  16 Jan 2025,ECOPETROL SA  4.12500  16 Jan 2025,01/16/2025,US279158AK55,,ECOPET,4.09%,6.30,6.31,188.50,BBB,BAA3,BBB,COLOMBIA,USD,GOVERNMENT_RELATED,COLOMBIA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,OIL & GAS,Foreign Agency,0.02,0.10,3.45,2.74,0.00,0.00,"1,195,516.00","1,208,503.28",0.10%,100.222,100.615,1000,1200000000,9/16/2014,1015004.17
        ECOPETROL SA  5.87500  28 May 2045,ECOPETROL SA  5.87500  28 May 2045,ECOPETROL SA  5.87500  28 May 2045,05/28/2045,US279158AJ82,,ECOPET,6.03%,13.52,13.22,324.72,BBB,BAA3,BBB,COLOMBIA,USD,GOVERNMENT_RELATED,COLOMBIA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,OIL & GAS,Foreign Agency,0.03,0.16,0.57,1.61,4.27,6.88,"1,992,527.00","1,990,810.88",0.16%,97.624,98.093,1000,2000000000,5/28/2014,1030368.06
        ECOPETROL SA  5.37500  26 Jun 2026,ECOPETROL SA  5.37500  26 Jun 2026,ECOPETROL SA  5.37500  26 Jun 2026,06/26/2026,US279158AL39,,ECOPET,4.43%,6.94,6.94,215.12,BBB,BAA3,BBB,COLOMBIA,USD,GOVERNMENT_RELATED,COLOMBIA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,OIL & GAS,Foreign Agency,0.02,0.14,2.19,4.57,0.00,0.00,"1,494,395.00","1,615,474.87",0.13%,106.536,106.819,1000,1500000000,6/26/2015,1095826.39
        OLEODUCTO CENTRAL SA  4.00  07 May 2021,OLEODUCTO CENTRAL SA  4.00  07 May 2021,OLEODUCTO CENTRAL SA  4.00  07 May 2021,05/07/2021,USP7358RAC09,,OCENSA,3.00%,3.32,3.34,126.33,NR,BAA3,BBB,COLOMBIA,USD,GOVERNMENT_RELATED,COLOMBIA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,OIL & GAS,Foreign Agency,0.02,1.58,1.72,0.00,0.00,0.00,"498,132.00","523,089.11",0.04%,103.35,103.709,200000,500000000,5/7/2014,1052222.22
        COLOMBIA (REP OF)-GLOBAL  7.37500  18 Sep 2037,COLOMBIA (REP OF)-GLOBAL  7.37500  18 Sep 2037,COLOMBIA (REP OF)-GLOBAL  7.37500  18 Sep 2037,09/18/2037,US195325BK01,,COLOM,4.87%,11.91,11.74,224.32,BBB,BAA2,BBB,COLOMBIA,USD,GOVERNMENT_RELATED,COLOMBIA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.02,0.16,0.58,1.90,9.24,0.00,"1,811,605.00","2,392,122.04",0.19%,131.8,132.385,100000,1818400000,9/19/2006,1318116.67
        COLOMBIA (REP OF)-GLOBAL  8.12500  21 May 2024,COLOMBIA (REP OF)-GLOBAL  8.12500  21 May 2024,COLOMBIA (REP OF)-GLOBAL  8.12500  21 May 2024,05/21/2024,US195325BD67,,COLOM,3.38%,5.30,5.30,126.21,BBB,BAA2,BBB,COLOMBIA,USD,GOVERNMENT_RELATED,COLOMBIA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.03,0.23,3.53,1.51,0.00,0.00,"996,263.00","1,304,618.60",0.10%,127.805,128.45,1000,1000000000,1/21/2004,1309972.92
        COLOMBIA (REP OF)  4.500  28 Jan 2026,COLOMBIA (REP OF)  4.500  28 Jan 2026,COLOMBIA (REP OF)  4.500  28 Jan 2026,01/28/2026,US195325CX13,,COLOM,3.54%,6.92,6.92,126.96,BBB,BAA2,BBB,COLOMBIA,USD,GOVERNMENT_RELATED,COLOMBIA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.02,0.11,2.64,4.14,0.00,0.00,"1,494,395.00","1,608,678.28",0.13%,106.795,107.03,200000,1500000000,9/28/2015,1073600
        ECOPETROL SA  7.37500  18 Sep 2043,ECOPETROL SA  7.37500  18 Sep 2043,ECOPETROL SA  7.37500  18 Sep 2043,09/18/2043,US279158AE95,,ECOPET,6.27%,12.64,12.39,352.61,BBB,BAA3,BBB,COLOMBIA,USD,GOVERNMENT_RELATED,COLOMBIA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,OIL & GAS,Foreign Agency,0.03,0.19,0.66,1.88,5.37,4.50,"846,824.00","968,311.34",0.08%,113.728,114.123,1000,850000000,9/18/2013,1163916.67
        BANCO NACIONAL DE COSTA RIC  4.87500  01 Nov 2018,BANCO NACIONAL DE COSTA RIC  4.87500  01 Nov 2018,BANCO NACIONAL DE COSTA RIC  4.87500  01 Nov 2018,11/01/2018,USP14623AA33,,BNALCR,3.29%,1.03,1.04,190.13,BB,BA2,NR,COSTA RICA,USD,GOVERNMENT_RELATED,COSTA RICA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.64,0.40,0.00,0.00,0.00,0.00,"1,295,486.00","1,343,721.32",0.11%,101.693,101.91,200000,500000000,11/1/2013,1041202.08
        COSTA RICA REPUBLIC OF  7.00  04 Apr 2044,COSTA RICA REPUBLIC OF  7.00  04 Apr 2044,COSTA RICA REPUBLIC OF  7.00  04 Apr 2044,04/04/2044,USP3699PGH49,,COSTAR,6.51%,11.99,12.06,367.60,BB,BA2,BB-,COSTA RICA,USD,GOVERNMENT_RELATED,COSTA RICA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.03,0.19,0.65,1.81,4.82,4.80,"2,590,971.00","2,840,211.78",0.23%,106.272,107.218,200000,1000000000,4/4/2014,1064785.56
        COSTA RICA REPUBLIC OF  4.37500  30 Apr 2025,COSTA RICA REPUBLIC OF  4.37500  30 Apr 2025,COSTA RICA REPUBLIC OF  4.37500  30 Apr 2025,04/30/2025,USP3699PGE18,,COSTAR,4.64%,6.25,6.38,243.80,BB,BA2,BB-,COSTA RICA,USD,GOVERNMENT_RELATED,COSTA RICA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.02,0.11,3.16,3.10,0.00,0.00,"1,295,486.00","1,297,705.88",0.10%,98.263,99.037,200000,500000000,4/30/2013,1007327.5
        BANCO NACIONAL DE COSTA RIC  6.2500  01 Nov 2023,BANCO NACIONAL DE COSTA RIC  6.2500  01 Nov 2023,BANCO NACIONAL DE COSTA RIC  6.2500  01 Nov 2023,11/01/2023,USP14623AB16,,BNALCR,5.14%,4.93,5.05,303.51,BB,BA2,NR,COSTA RICA,USD,GOVERNMENT_RELATED,COSTA RICA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.03,0.19,3.84,0.98,0.00,0.00,"1,295,486.00","1,404,200.80",0.11%,105.517,105.967,200000,500000000,11/1/2013,1092951.39
        COSTA RICA REPUBLIC OF  7.15800  12 Mar 2045,COSTA RICA REPUBLIC OF  7.15800  12 Mar 2045,COSTA RICA REPUBLIC OF  7.15800  12 Mar 2045,03/12/2045,USP3699PGJ05,,COSTAR,6.53%,12.43,12.49,368.28,BB,BA2,BB-,COSTA RICA,USD,GOVERNMENT_RELATED,COSTA RICA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.03,0.20,0.67,1.88,4.38,5.59,"2,590,971.00","2,808,160.86",0.23%,107.933,108.966,200000,1000000000,3/12/2015,1089115
        INSTITUTO COSTARRICENSE DE  6.9500  10 Nov 2021,INSTITUTO COSTARRICENSE DE  6.9500  10 Nov 2021,INSTITUTO COSTARRICENSE DE  6.9500  10 Nov 2021,11/10/2021,USP56226AC09,,COSICE,4.79%,3.49,3.57,296.95,BB,BA2,NR,COSTA RICA,USD,GOVERNMENT_RELATED,COSTA RICA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.04,1.16,2.36,0.00,0.00,0.00,"1,295,486.00","1,434,461.75",0.12%,107.84,108.864,200000,500000000,11/10/2011,1112404.44
        INSTITUTO COSTARRICENSE DE  6.37500  15 May 2043,INSTITUTO COSTARRICENSE DE  6.37500  15 May 2043,INSTITUTO COSTARRICENSE DE  6.37500  15 May 2043,05/15/2043,USP56226AQ94,,COSICE,6.93%,11.80,11.90,410.53,BB,BA2,NR,COSTA RICA,USD,GOVERNMENT_RELATED,COSTA RICA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.03,0.20,0.67,1.79,5.26,4.18,"1,295,486.00","1,241,616.65",0.10%,93.119,94.29,200000,500000000,5/15/2013,969521.25
        COSTA RICA REPUBLIC OF  5.62500  30 Apr 2043,COSTA RICA REPUBLIC OF  5.62500  30 Apr 2043,COSTA RICA REPUBLIC OF  5.62500  30 Apr 2043,04/30/2043,USP3699PGF82,,COSTAR,6.30%,12.59,12.68,348.11,BB,BA2,BB-,COSTA RICA,USD,GOVERNMENT_RELATED,COSTA RICA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.03,0.17,0.58,1.60,5.70,4.87,"1,295,486.00","1,215,420.10",0.10%,91.516,92.5,200000,500000000,4/30/2013,944502.5
        BANCO NACIONAL DE COSTA RIC  5.87500  25 Apr 2021,BANCO NACIONAL DE COSTA RIC  5.87500  25 Apr 2021,BANCO NACIONAL DE COSTA RIC  5.87500  25 Apr 2021,04/25/2021,USP14623AC98,,BNALCR,4.53%,3.12,3.19,281.14,BB,BA2,NR,COSTA RICA,USD,GOVERNMENT_RELATED,COSTA RICA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.03,1.56,1.59,0.00,0.00,0.00,"1,295,486.00","1,385,476.32",0.11%,104.327,104.673,200000,500000000,4/25/2016,1072353.47
        COSTA RICA REPUBLIC OF  4.2500  26 Jan 2023,COSTA RICA REPUBLIC OF  4.2500  26 Jan 2023,COSTA RICA REPUBLIC OF  4.2500  26 Jan 2023,01/26/2023,USP3699PGB78,,COSTAR,4.37%,4.67,4.77,236.36,BB,BA2,BB-,COSTA RICA,USD,GOVERNMENT_RELATED,COSTA RICA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.02,0.11,4.34,0.29,0.00,0.00,"2,590,971.00","2,596,825.18",0.21%,99.406,100.125,200000,1000000000,11/21/2012,1008232.22
        CROATIA (REPUBLIC OF)  6.00  26 Jan 2024,CROATIA (REPUBLIC OF)  6.00  26 Jan 2024,CROATIA (REPUBLIC OF)  6.00  26 Jan 2024,01/26/2024,XS0997000251,,CROATI,3.47%,5.28,5.36,134.71,BB,BA2,BB,CROATIA,USD,GOVERNMENT_RELATED,CROATIA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.03,0.17,3.87,1.29,0.00,0.00,"4,534,199.00","5,230,912.54",0.42%,114.153,114.67,200000,1750000000,11/26/2013,1158946.67
        CROATIA (REPUBLIC OF)  6.37500  24 Mar 2021,CROATIA (REPUBLIC OF)  6.37500  24 Mar 2021,CROATIA (REPUBLIC OF)  6.37500  24 Mar 2021,03/24/2021,XS0607904264,,CROATI,3.04%,3.14,3.18,133.78,BB,BA2,BB,CROATIA,USD,GOVERNMENT_RELATED,CROATIA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.03,1.65,1.48,0.00,0.00,0.00,"3,886,457.00","4,316,586.67",0.35%,110.917,111.3,200000,1500000000,3/24/2011,1114857.5
        CROATIA (REPUBLIC OF)  6.7500  05 Nov 2019,CROATIA (REPUBLIC OF)  6.7500  05 Nov 2019,CROATIA (REPUBLIC OF)  6.7500  05 Nov 2019,11/05/2019,XS0464257152,,CROATI,2.62%,1.91,1.94,111.36,BB,BA2,BB,CROATIA,USD,GOVERNMENT_RELATED,CROATIA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.04,1.83,0.06,0.00,0.00,0.00,"3,886,457.00","4,318,204.99",0.35%,108.317,108.617,100000,1500000000,11/5/2009,1114857.5
        CROATIA (REPUBLIC OF)  6.62500  14 Jul 2020,CROATIA (REPUBLIC OF)  6.62500  14 Jul 2020,CROATIA (REPUBLIC OF)  6.62500  14 Jul 2020,07/14/2020,XS0525827845,,CROATI,2.84%,2.53,2.56,124.97,BB,BA2,BB,CROATIA,USD,GOVERNMENT_RELATED,CROATIA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.04,1.88,0.63,0.00,0.00,0.00,"3,238,714.00","3,610,737.64",0.29%,110.067,110.35,100000,1250000000,7/14/2010,1119124.44
        HRVATSKA ELEKTROPRIVREDA  5.87500  23 Oct 2022,HRVATSKA ELEKTROPRIVREDA  5.87500  23 Oct 2022,HRVATSKA ELEKTROPRIVREDA  5.87500  23 Oct 2022,10/23/2022,XS1309493630,,HRELEC,3.38%,4.31,4.38,140.83,NR,BA2,BB,CROATIA,USD,GOVERNMENT_RELATED,CROATIA_Foreign Agency,OWNED_NO_GUARANTEE,OWNED_NO_GUARANTEE,,Foreign Agency,0.03,0.17,4.12,0.05,0.00,0.00,"1,425,034.00","1,626,123.09",0.13%,111.547,111.971,200000,550000000,10/23/2015,1137579.86
        CROATIA (REPUBLIC OF)  5.500  04 Apr 2023,CROATIA (REPUBLIC OF)  5.500  04 Apr 2023,CROATIA (REPUBLIC OF)  5.500  04 Apr 2023,04/04/2023,XS0908769887,,CROATI,3.32%,4.67,4.74,128.61,BB,BA2,BB,CROATIA,USD,GOVERNMENT_RELATED,CROATIA_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.02,0.16,4.11,0.44,0.00,0.00,"3,886,457.00","4,416,521.73",0.35%,110.9,111.333,200000,1500000000,4/4/2013,1113932.22
        DOMINICAN REPUBLIC  6.600  28 Jan 2024,DOMINICAN REPUBLIC  6.600  28 Jan 2024,DOMINICAN REPUBLIC  6.600  28 Jan 2024,01/28/2024,USP3579EAT49,,DOMREP,4.36%,5.17,5.28,224.33,BB-,BA3,BB-,DOMINICAN REPUBLIC,USD,GOVERNMENT_RELATED,DOMINICAN REPUBLIC_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.03,0.20,3.79,1.25,0.00,0.00,"1,295,486.00","1,469,349.00",0.12%,112.073,112.846,100000,500000000,10/28/2013,1139656.67
        DOMINICAN REPUBLIC  6.87500  29 Jan 2026,DOMINICAN REPUBLIC  6.87500  29 Jan 2026,DOMINICAN REPUBLIC  6.87500  29 Jan 2026,01/29/2026,USP3579EBK21,,DOMREP,4.79%,6.39,6.52,255.57,BB-,BA3,BB-,DOMINICAN REPUBLIC,USD,GOVERNMENT_RELATED,DOMINICAN REPUBLIC_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.03,0.20,2.45,3.84,0.00,0.00,"3,886,457.00","4,483,462.82",0.36%,114.158,114.932,100000,1500000000,1/29/2016,1156470.97
        DOMINICAN REPUBLIC  6.8500  27 Jan 2045,DOMINICAN REPUBLIC  6.8500  27 Jan 2045,DOMINICAN REPUBLIC  6.8500  27 Jan 2045,01/27/2045,USP3579EBE60,,DOMREP,5.98%,12.90,12.94,313.40,BB-,BA3,BB-,DOMINICAN REPUBLIC,USD,GOVERNMENT_RELATED,DOMINICAN REPUBLIC_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.03,0.18,0.60,1.75,4.61,6.06,"5,181,942.00","5,850,095.54",0.47%,111.552,112.348,100000,2000000000,1/27/2015,1128940.83
        DOMINICAN REPUBLIC  5.500  27 Jan 2025,DOMINICAN REPUBLIC  5.500  27 Jan 2025,DOMINICAN REPUBLIC  5.500  27 Jan 2025,01/27/2025,USP3579EBD87,,DOMREP,4.60%,5.97,6.09,240.37,BB-,BA3,BB-,DOMINICAN REPUBLIC,USD,GOVERNMENT_RELATED,DOMINICAN REPUBLIC_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.02,0.16,3.31,2.59,0.00,0.00,"3,886,457.00","4,141,811.81",0.33%,105.486,106.182,100000,1500000000,1/27/2015,1070788.33
        DOMINICAN REPUBLIC  7.4500  30 Apr 2044,DOMINICAN REPUBLIC  7.4500  30 Apr 2044,DOMINICAN REPUBLIC  7.4500  30 Apr 2044,04/30/2044,USP3579EAY34,,DOMREP,6.03%,12.32,12.38,318.97,BB-,BA3,BB-,DOMINICAN REPUBLIC,USD,GOVERNMENT_RELATED,DOMINICAN REPUBLIC_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.03,0.18,0.62,1.81,4.98,5.01,"3,886,457.00","4,738,456.51",0.38%,118.752,119.548,100000,1500000000,4/30/2014,1223255
        DOMINICAN REPUBLIC  5.87500  18 Apr 2024,DOMINICAN REPUBLIC  5.87500  18 Apr 2024,DOMINICAN REPUBLIC  5.87500  18 Apr 2024,04/18/2024,USP3579EAS65,,DOMREP,4.17%,4.63,4.71,213.06,BB-,BA3,BB-,DOMINICAN REPUBLIC,USD,GOVERNMENT_RELATED,DOMINICAN REPUBLIC_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.03,0.36,3.65,0.67,0.00,0.00,"2,590,971.00","2,877,395.98",0.23%,108.162,108.935,100000,1000000000,4/18/2013,1116075.83
        DOMINICAN REPUBLIC  7.500  06 May 2021,DOMINICAN REPUBLIC  7.500  06 May 2021,DOMINICAN REPUBLIC  7.500  06 May 2021,05/06/2021,USP3579EAH01,,DOMREP,3.70%,2.71,2.35,205.90,BB-,BA3,BB-,DOMINICAN REPUBLIC,USD,GOVERNMENT_RELATED,DOMINICAN REPUBLIC_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.16,1.49,0.69,0.00,0.00,0.00,"3,886,457.00","4,431,592.09",0.36%,110.89,111.358,100000,1500000000,5/6/2010,1144260
        DOMINICAN (REPUBLIC OF)  5.9500  25 Jan 2027,DOMINICAN (REPUBLIC OF)  5.9500  25 Jan 2027,DOMINICAN (REPUBLIC OF)  5.9500  25 Jan 2027,01/25/2027,USP3579EBV85,,DOMREP,4.97%,7.11,7.27,268.61,BB-,BA3,BB-,DOMINICAN REPUBLIC,USD,GOVERNMENT_RELATED,DOMINICAN REPUBLIC_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.03,0.17,1.42,5.65,0.00,0.00,"4,404,651.00","4,772,740.54",0.38%,107.187,107.76,100000,1700000000,1/25/2017,1087046.39
        ECUADOR REPUBLIC OF  10.7500  28 Mar 2022,ECUADOR REPUBLIC OF  10.7500  28 Mar 2022,ECUADOR REPUBLIC OF  10.7500  28 Mar 2022,03/28/2022,XS1458514673,,ECUA,7.56%,3.59,3.71,568.31,B,NR,B-,ECUADOR,USD,GOVERNMENT_RELATED,ECUADOR_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.06,0.88,2.76,0.00,0.00,0.00,"5,181,942.00","5,807,988.82",0.47%,111.818,112.44,200000,2000000000,7/28/2016,1136590.56
        ECUADOR REPUBLIC OF  10.500  24 Mar 2020,ECUADOR REPUBLIC OF  10.500  24 Mar 2020,ECUADOR REPUBLIC OF  10.500  24 Mar 2020,03/24/2020,XS1199929826,,ECUA,6.97%,2.17,2.25,541.57,B,NR,B-,ECUADOR,USD,GOVERNMENT_RELATED,ECUADOR_Sovereign,SOVEREIGN,SOVEREIGN,,Sovereign,0.06,1.84,0.33,0.00,0.00,0.00,"3,886,457.00","4,203,687.14",0.34%,107.944,108.62,200000,1500000000,3/24/2015,1094640
